Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
27/06/2021,2021,BMW i4,63895,1,Europe,Spain,Online
09/10/2021,2021,BMW 2 Series,202223,4,Europe,Spain,Wholesale
25/04/2021,2021,BMW 3 Series,277683,5,Europe,Spain,Dealership
17/08/2021,2021,BMW X3,97335,2,Europe,Spain,Wholesale
14/04/2021,2021,BMW 2 Series,137486,3,Europe,Spain,Wholesale
10/07/2021,2021,BMW X1,160722,4,Europe,Spain,Dealership
17/04/2021,2021,BMW X1,232212,5,Europe,Spain,Wholesale
23/01/2021,2021,BMW X1,72104,2,Europe,Spain,Dealership
13/11/2021,2021,BMW X1,181342,5,Europe,Spain,Online
20/12/2021,2021,BMW X3,181749,4,Europe,Spain,Wholesale
21/09/2021,2021,BMW 3 Series,326349,7,Europe,Spain,Dealership
23/07/2021,2021,BMW 3 Series,473922,9,Europe,Spain,Online
02/12/2021,2021,BMW 1 Series,137129,4,Europe,Spain,Dealership
27/03/2021,2021,BMW X2,183549,4,Europe,Spain,Dealership
14/11/2021,2021,BMW M4,87909,1,Europe,Spain,Dealership
09/03/2021,2021,BMW X3,355031,6,Europe,Spain,Wholesale
08/05/2021,2021,BMW X3,104285,2,Europe,Spain,Online
15/04/2021,2021,BMW 7 Series,317691,3,Europe,Spain,Dealership
28/08/2021,2021,BMW 8 Series,201982,2,Europe,Spain,Dealership
12/06/2021,2021,BMW 3 Series,170881,4,Europe,Spain,Dealership
24/05/2021,2021,BMW Z4,65181,1,Europe,Spain,Wholesale
04/03/2021,2021,BMW 1 Series,160424,4,Europe,Spain,Wholesale
15/12/2021,2021,BMW X3,173397,3,Europe,Spain,Dealership
31/03/2021,2021,BMW M3,164823,2,Europe,Spain,Dealership
24/10/2021,2021,BMW iX,216912,2,Europe,Spain,Dealership
07/08/2021,2021,BMW 3 Series,199617,4,Europe,Spain,Wholesale
15/02/2021,2021,BMW X3,180314,3,Europe,Spain,Online
08/03/2021,2021,BMW M3,169711,2,Europe,Spain,Online
12/02/2021,2021,BMW 3 Series,219450,5,Europe,Spain,Dealership
24/09/2021,2021,BMW X1,84387,2,Europe,Spain,Wholesale
24/05/2021,2021,BMW 4 Series,139537,3,Europe,Spain,Dealership
07/02/2021,2021,BMW X6,163830,2,Europe,Spain,Dealership
29/08/2021,2021,BMW X1,123624,3,Europe,Spain,Dealership
18/12/2021,2021,BMW 4 Series,105395,2,Europe,Spain,Online
12/05/2021,2021,BMW 5 Series,129544,2,Europe,Spain,Online
15/02/2021,2021,BMW M4,90281,1,Europe,Spain,Online
19/07/2021,2021,BMW 5 Series,139233,2,Europe,Spain,Dealership
17/11/2021,2021,BMW X7,165991,2,Europe,Spain,Dealership
16/10/2021,2021,BMW 3 Series,300830,7,Europe,Spain,Dealership
15/02/2021,2021,BMW M3,80275,1,Europe,Spain,Wholesale
06/02/2021,2021,BMW M8,302920,2,Europe,Spain,Dealership
26/10/2021,2021,BMW M5,224104,2,Europe,Spain,Dealership
17/09/2021,2021,BMW iX,171016,2,Europe,Spain,Online
05/05/2021,2021,BMW 5 Series,144361,2,Europe,Spain,Wholesale
24/08/2021,2021,BMW X3,243413,4,Europe,Spain,Dealership
29/08/2021,2021,BMW X5,398256,5,Europe,Spain,Wholesale
29/05/2021,2021,BMW 4 Series,147348,3,Europe,Spain,Dealership
12/01/2021,2021,BMW M4,162083,2,Europe,Spain,Wholesale
05/01/2021,2021,BMW 5 Series,143767,2,Europe,Spain,Dealership
17/08/2021,2021,BMW X1,290590,7,Europe,Spain,Wholesale
04/06/2021,2021,BMW 1 Series,123227,3,Europe,Spain,Online
28/11/2021,2021,BMW 1 Series,69530,2,Europe,Spain,Dealership
06/04/2021,2021,BMW 2 Series,117378,3,Europe,Spain,Wholesale
08/04/2021,2021,BMW M3,89381,1,Europe,Spain,Dealership
13/11/2021,2021,BMW X5,247408,3,Europe,Spain,Wholesale
12/10/2021,2021,BMW X3,426299,8,Europe,Spain,Dealership
24/11/2021,2021,BMW 2 Series,141666,3,Europe,Spain,Online
15/05/2021,2021,BMW X4,57508,1,Europe,Spain,Wholesale
05/09/2021,2021,BMW X7,425539,5,Europe,Spain,Wholesale
08/02/2021,2021,BMW 3 Series,271434,5,Europe,Spain,Dealership
16/04/2021,2021,BMW M3,175321,2,Europe,Spain,Dealership
06/08/2021,2021,BMW 3 Series,279686,6,Asia,China,Online
19/11/2021,2021,BMW X5,534172,7,Asia,China,Dealership
17/09/2021,2021,BMW X1,141445,4,Asia,China,Online
22/11/2021,2021,BMW X2,69338,2,Asia,China,Dealership
29/05/2021,2021,BMW X5,229330,4,Asia,China,Wholesale
29/01/2021,2021,BMW X1,179421,5,Asia,China,Dealership
29/09/2021,2021,BMW X3,368648,8,Asia,China,Dealership
07/02/2021,2021,BMW X5,367509,5,Asia,China,Dealership
05/06/2021,2021,BMW 7 Series,436850,5,Asia,China,Dealership
10/08/2021,2021,BMW X3,329881,6,Asia,China,Wholesale
26/02/2021,2021,BMW 2 Series,36000,1,Asia,China,Wholesale
30/10/2021,2021,BMW 3 Series,101315,2,Asia,China,Wholesale
26/09/2021,2021,BMW 1 Series,222357,7,Asia,China,Dealership
04/09/2021,2021,BMW X3,585330,13,Asia,China,Wholesale
30/10/2021,2021,BMW 5 Series,374873,6,Asia,China,Wholesale
14/12/2021,2021,BMW 5 Series,482890,9,Asia,China,Dealership
01/01/2021,2021,BMW 5 Series,446337,7,Asia,China,Wholesale
14/04/2021,2021,BMW M8,372567,3,Asia,China,Dealership
02/02/2021,2021,BMW X3,490204,9,Asia,China,Dealership
17/09/2021,2021,BMW X3,377262,7,Asia,China,Online
11/09/2021,2021,BMW 1 Series,188015,6,Asia,China,Dealership
15/11/2021,2021,BMW X6,165323,2,Asia,China,Dealership
20/10/2021,2021,BMW X4,295496,5,Asia,China,Wholesale
26/06/2021,2021,BMW 1 Series,156904,5,Asia,China,Dealership
20/06/2021,2021,BMW X5,330991,5,Asia,China,Dealership
13/06/2021,2021,BMW 3 Series,614733,13,Asia,China,Wholesale
25/11/2021,2021,BMW i4,101477,2,Asia,China,Dealership
28/08/2021,2021,BMW 3 Series,417507,8,Asia,China,Online
04/04/2021,2021,BMW X3,375928,8,Asia,China,Dealership
17/06/2021,2021,BMW X3,298065,7,Asia,China,Dealership
09/12/2021,2021,BMW X4,301245,5,Asia,China,Dealership
02/10/2021,2021,BMW 4 Series,246450,5,Asia,China,Wholesale
20/06/2021,2021,BMW X3,291880,7,Asia,China,Dealership
27/01/2021,2021,BMW X5,270221,4,Asia,China,Wholesale
05/01/2021,2021,BMW 1 Series,61687,2,Asia,China,Wholesale
26/05/2021,2021,BMW iX3,286883,5,Asia,China,Wholesale
25/09/2021,2021,BMW 3 Series,394412,10,Asia,China,Dealership
29/12/2021,2021,BMW 3 Series,232528,5,Asia,China,Dealership
09/07/2021,2021,BMW 7 Series,325141,4,Asia,China,Dealership
28/03/2021,2021,BMW 3 Series,619953,14,Asia,China,Dealership
10/01/2021,2021,BMW 3 Series,359790,9,Asia,China,Dealership
18/03/2021,2021,BMW X2,88417,2,Asia,China,Wholesale
02/03/2021,2021,BMW 3 Series,415901,8,Asia,China,Wholesale
02/03/2021,2021,BMW 1 Series,140128,5,Asia,China,Dealership
22/05/2021,2021,BMW X3,221629,4,Asia,China,Dealership
14/08/2021,2021,BMW 3 Series,340710,7,Asia,China,Online
08/06/2021,2021,BMW X1,244464,6,Asia,China,Wholesale
06/10/2021,2021,BMW 5 Series,679100,10,Asia,China,Wholesale
22/10/2021,2021,BMW X5,530768,8,Asia,China,Dealership
01/06/2021,2021,BMW X2,33948,1,Asia,China,Wholesale
25/12/2021,2021,BMW X3,272691,6,Asia,China,Dealership
03/09/2021,2021,BMW 5 Series,119179,2,Asia,China,Dealership
06/03/2021,2021,BMW 3 Series,247731,6,Asia,China,Dealership
11/09/2021,2021,BMW X3,316581,7,Asia,China,Online
15/11/2021,2021,BMW X1,72457,2,Asia,China,Dealership
11/02/2021,2021,BMW X7,94390,1,Asia,China,Wholesale
10/10/2021,2021,BMW X5,122046,2,Asia,China,Online
30/10/2021,2021,BMW X3,480576,9,Asia,China,Dealership
21/01/2021,2021,BMW X5,216226,3,Asia,China,Dealership
01/06/2021,2021,BMW X7,345735,4,Asia,China,Dealership
14/01/2021,2021,BMW 3 Series,348107,7,Asia,China,Dealership
27/11/2021,2021,BMW X5,215829,3,Asia,China,Wholesale
10/03/2021,2021,BMW 3 Series,193543,4,Asia,China,Online
03/10/2021,2021,BMW X3,251070,5,Asia,China,Dealership
23/04/2021,2021,BMW 3 Series,310585,6,Asia,China,Online
19/11/2021,2021,BMW X3,159274,3,Asia,China,Online
17/02/2021,2021,BMW 1 Series,122971,4,Asia,China,Online
02/02/2021,2021,BMW 1 Series,120989,4,Asia,China,Dealership
05/11/2021,2021,BMW 3 Series,266779,6,Asia,China,Dealership
20/12/2021,2021,BMW iX,263901,3,Asia,China,Online
07/04/2021,2021,BMW M3,65907,1,Asia,China,Wholesale
16/03/2021,2021,BMW 7 Series,269259,3,Asia,China,Online
17/09/2021,2021,BMW M2,119399,2,Asia,China,Dealership
09/07/2021,2021,BMW 3 Series,513020,10,Asia,China,Dealership
30/12/2021,2021,BMW 3 Series,670491,13,Asia,China,Dealership
27/05/2021,2021,BMW 3 Series,310444,6,Asia,China,Online
20/02/2021,2021,BMW 5 Series,417762,6,Asia,China,Online
02/01/2021,2021,BMW 5 Series,353537,7,Asia,China,Online
03/07/2021,2021,BMW X5,370028,5,Asia,China,Online
15/05/2021,2021,BMW 8 Series,98022,1,Asia,China,Dealership
06/03/2021,2021,BMW 3 Series,279607,6,Asia,China,Wholesale
31/07/2021,2021,BMW 4 Series,163443,3,Asia,China,Dealership
05/10/2021,2021,BMW 5 Series,354862,7,Asia,China,Dealership
15/05/2021,2021,BMW M3,145293,2,Asia,China,Wholesale
12/01/2021,2021,BMW 2 Series,72168,2,Asia,China,Dealership
20/11/2021,2021,BMW X5,358004,6,Asia,China,Online
04/02/2021,2021,BMW X5,257544,4,Asia,China,Dealership
14/07/2021,2021,BMW i4,125867,2,Asia,China,Online
09/11/2021,2021,BMW 3 Series,579024,12,Asia,China,Dealership
27/11/2021,2021,BMW X3,501185,9,Asia,China,Wholesale
02/12/2021,2021,BMW 3 Series,562047,12,Asia,China,Online
29/07/2021,2021,BMW 5 Series,424995,7,Asia,China,Dealership
27/07/2021,2021,BMW X1,240183,6,Asia,China,Online
10/07/2021,2021,BMW X3,315374,7,Asia,China,Dealership
25/05/2021,2021,BMW 5 Series,417951,8,Asia,China,Dealership
02/08/2021,2021,BMW X3,410102,8,Asia,China,Online
31/12/2021,2021,BMW M4,244978,3,Asia,China,Wholesale
16/01/2021,2021,BMW X7,218779,3,Asia,China,Online
10/09/2021,2021,BMW X1,328546,8,Asia,China,Dealership
11/04/2021,2021,BMW 3 Series,260488,5,Asia,China,Online
03/03/2021,2021,BMW 3 Series,555361,14,Asia,China,Dealership
30/06/2021,2021,BMW X4,243152,5,Asia,China,Dealership
02/07/2021,2021,BMW 5 Series,622095,10,Asia,China,Online
21/10/2021,2021,BMW X3,506580,12,Asia,China,Wholesale
14/07/2021,2021,BMW 3 Series,151725,3,Asia,China,Wholesale
29/11/2021,2021,BMW X5,501328,7,Asia,China,Dealership
07/02/2021,2021,BMW X3,311060,7,Asia,China,Dealership
17/07/2021,2021,BMW 5 Series,373252,6,Asia,China,Wholesale
15/03/2021,2021,BMW 5 Series,691403,10,Asia,China,Online
22/08/2021,2021,BMW 1 Series,32023,1,Asia,China,Dealership
02/01/2021,2021,BMW 5 Series,466661,8,Asia,China,Dealership
06/06/2021,2021,BMW 3 Series,347691,7,Asia,China,Wholesale
07/04/2021,2021,BMW X7,334732,4,Asia,China,Dealership
23/09/2021,2021,BMW 8 Series,320023,3,Asia,China,Wholesale
06/01/2021,2021,BMW 3 Series,404444,8,Asia,China,Wholesale
18/06/2021,2021,BMW M4,142994,2,Asia,China,Online
07/06/2021,2021,BMW i4,103418,2,Asia,China,Dealership
26/06/2021,2021,BMW 4 Series,143597,3,Asia,China,Online
29/05/2021,2021,BMW 1 Series,106068,4,Asia,China,Dealership
16/11/2021,2021,BMW M2,64265,1,Asia,China,Wholesale
11/09/2021,2021,BMW iX,243232,3,Asia,China,Wholesale
08/04/2021,2021,BMW 5 Series,504972,8,Asia,China,Wholesale
02/06/2021,2021,BMW 3 Series,345992,8,Asia,China,Online
09/01/2021,2021,BMW X3,470281,9,Asia,China,Dealership
20/11/2021,2021,BMW X2,146041,4,Asia,China,Wholesale
17/09/2021,2021,BMW 1 Series,234698,7,Asia,China,Dealership
29/04/2021,2021,BMW X5,420667,6,Asia,China,Wholesale
13/10/2021,2021,BMW i3,105091,3,Asia,China,Wholesale
21/06/2021,2021,BMW 5 Series,525379,8,Asia,China,Online
16/10/2021,2021,BMW 5 Series,713658,12,Asia,China,Wholesale
16/04/2021,2021,BMW X3,210695,5,Asia,China,Dealership
09/01/2021,2021,BMW 3 Series,284853,6,Asia,China,Dealership
14/11/2021,2021,BMW X5,428588,6,Asia,China,Dealership
15/09/2021,2021,BMW 3 Series,268388,6,Asia,China,Wholesale
23/01/2021,2021,BMW X5,72045,1,Asia,China,Wholesale
28/11/2021,2021,BMW 1 Series,186832,7,Asia,China,Dealership
10/09/2021,2021,BMW 1 Series,103557,3,Asia,China,Dealership
02/07/2021,2021,BMW X3,327033,6,Asia,China,Wholesale
15/04/2021,2021,BMW X3,486857,9,Asia,China,Online
18/03/2021,2021,BMW 7 Series,431660,4,Asia,China,Online
06/05/2021,2021,BMW X4,328563,7,Asia,China,Wholesale
24/10/2021,2021,BMW X3,488665,9,Asia,China,Online
31/01/2021,2021,BMW 3 Series,277682,7,Asia,China,Dealership
29/05/2021,2021,BMW X5,365384,5,Asia,China,Online
07/01/2021,2021,BMW iX3,164570,3,Asia,China,Dealership
28/01/2021,2021,BMW X7,315566,4,Asia,China,Dealership
22/08/2021,2021,BMW X2,81300,2,Asia,China,Dealership
14/06/2021,2021,BMW 5 Series,238693,4,Asia,China,Online
18/08/2021,2021,BMW 4 Series,245157,6,Asia,China,Dealership
26/04/2021,2021,BMW i3,104434,3,Asia,China,Dealership
15/11/2021,2021,BMW 5 Series,496519,8,Asia,China,Dealership
11/02/2021,2021,BMW 3 Series,166602,4,Asia,China,Dealership
16/03/2021,2021,BMW X1,170663,5,Asia,China,Wholesale
19/03/2021,2021,BMW X5,248013,4,Asia,China,Dealership
06/07/2021,2021,BMW 5 Series,572545,10,Asia,China,Dealership
26/02/2021,2021,BMW 3 Series,41623,1,Asia,China,Online
21/08/2021,2021,BMW M5,198414,2,Asia,China,Dealership
20/11/2021,2021,BMW X3,396927,8,Asia,China,Dealership
03/10/2021,2021,BMW 5 Series,622430,9,Asia,China,Dealership
19/05/2021,2021,BMW X3,340271,7,Asia,China,Wholesale
04/12/2021,2021,BMW 4 Series,137621,3,Asia,China,Wholesale
03/07/2021,2021,BMW X1,257945,6,Asia,China,Online
16/10/2021,2021,BMW iX,234030,3,Asia,China,Dealership
12/09/2021,2021,BMW iX3,58610,1,Asia,China,Online
19/05/2021,2021,BMW i3,30763,1,Asia,China,Dealership
03/06/2021,2021,BMW 3 Series,296056,7,Asia,China,Dealership
13/09/2021,2021,BMW X1,253094,7,Asia,China,Dealership
06/10/2021,2021,BMW 1 Series,175976,6,Asia,China,Online
31/07/2021,2021,BMW 3 Series,401893,8,Asia,China,Dealership
17/11/2021,2021,BMW 3 Series,354617,9,Asia,China,Dealership
21/11/2021,2021,BMW X7,435331,6,Asia,China,Dealership
11/08/2021,2021,BMW 5 Series,300751,5,Asia,China,Wholesale
03/02/2021,2021,BMW 3 Series,360826,7,Asia,China,Wholesale
30/10/2021,2021,BMW X1,183075,5,Asia,China,Online
09/12/2021,2021,BMW 3 Series,547366,14,Asia,China,Wholesale
13/11/2021,2021,BMW X3,398785,8,Asia,China,Dealership
21/07/2021,2021,BMW X3,425075,9,Asia,China,Online
01/02/2021,2021,BMW X2,88171,2,Asia,China,Wholesale
23/02/2021,2021,BMW X7,148327,2,Asia,China,Dealership
17/01/2021,2021,BMW 5 Series,350633,5,Asia,China,Dealership
09/08/2021,2021,BMW iX,201429,2,Asia,China,Dealership
02/02/2021,2021,BMW X3,312638,6,Asia,China,Dealership
05/04/2021,2021,BMW 3 Series,242842,6,Asia,China,Dealership
28/12/2021,2021,BMW 1 Series,138666,4,Asia,China,Dealership
21/06/2021,2021,BMW 5 Series,427470,8,Asia,China,Wholesale
08/05/2021,2021,BMW X1,190166,5,Asia,China,Wholesale
03/07/2021,2021,BMW 5 Series,515992,8,Asia,China,Dealership
20/02/2021,2021,BMW 5 Series,204776,4,Asia,China,Dealership
18/08/2021,2021,BMW 3 Series,239655,6,Asia,China,Wholesale
13/08/2021,2021,BMW X3,166109,4,Asia,China,Dealership
12/11/2021,2021,BMW iX,402800,4,Asia,China,Online
07/01/2021,2021,BMW 4 Series,164915,4,Asia,China,Dealership
21/01/2021,2021,BMW X3,366315,7,Asia,China,Dealership
31/03/2021,2021,BMW i4,145591,3,Asia,China,Wholesale
06/02/2021,2021,BMW 3 Series,182601,4,Asia,China,Wholesale
19/05/2021,2021,BMW 3 Series,668477,13,Asia,China,Online
13/06/2021,2021,BMW X1,251525,6,Asia,China,Wholesale
14/09/2021,2021,BMW M5,341229,3,Asia,China,Dealership
08/05/2021,2021,BMW X3,337307,7,Asia,China,Online
25/06/2021,2021,BMW 7 Series,450901,4,Asia,China,Dealership
16/01/2021,2021,BMW 3 Series,160492,4,Asia,China,Wholesale
17/10/2021,2021,BMW 3 Series,312044,7,Asia,China,Dealership
10/03/2021,2021,BMW 3 Series,144465,3,Asia,China,Wholesale
06/12/2021,2021,BMW 3 Series,254133,5,Asia,China,Online
03/05/2021,2021,BMW X3,549660,10,Asia,China,Wholesale
23/07/2021,2021,BMW 3 Series,191484,5,Asia,China,Online
07/10/2021,2021,BMW 3 Series,462047,10,Asia,China,Wholesale
22/07/2021,2021,BMW 1 Series,115996,4,Asia,China,Wholesale
13/01/2021,2021,BMW 5 Series,326679,5,Asia,China,Wholesale
12/06/2021,2021,BMW 3 Series,440236,11,Asia,China,Dealership
14/11/2021,2021,BMW 2 Series,104734,3,Asia,China,Online
12/08/2021,2021,BMW X1,198484,6,Asia,China,Online
04/06/2021,2021,BMW X3,232529,5,Asia,China,Dealership
10/05/2021,2021,BMW X1,197647,5,Asia,China,Dealership
21/08/2021,2021,BMW 3 Series,235476,5,Asia,China,Wholesale
20/06/2021,2021,BMW M8,128753,1,Asia,China,Dealership
09/02/2021,2021,BMW X5,255767,4,Asia,China,Dealership
15/07/2021,2021,BMW X7,171484,2,Asia,China,Dealership
06/04/2021,2021,BMW X1,228503,6,Asia,China,Dealership
07/08/2021,2021,BMW 1 Series,127776,5,Asia,China,Dealership
01/06/2021,2021,BMW 7 Series,358240,4,Asia,China,Dealership
27/06/2021,2021,BMW 5 Series,420055,7,Asia,China,Wholesale
07/12/2021,2021,BMW Z4,171369,3,Asia,China,Dealership
07/08/2021,2021,BMW 5 Series,322857,6,Asia,China,Wholesale
09/03/2021,2021,BMW X4,366871,6,Asia,China,Wholesale
04/04/2021,2021,BMW X5,399391,7,Asia,China,Dealership
20/11/2021,2021,BMW X1,238098,6,Asia,China,Online
03/11/2021,2021,BMW 3 Series,294448,7,Asia,China,Wholesale
05/02/2021,2021,BMW X1,115651,3,Asia,China,Dealership
21/01/2021,2021,BMW 5 Series,303790,6,Asia,China,Dealership
11/05/2021,2021,BMW X3,355350,8,Asia,China,Online
22/05/2021,2021,BMW M8,378030,3,Asia,China,Dealership
18/08/2021,2021,BMW 3 Series,224139,5,Asia,China,Dealership
08/04/2021,2021,BMW X5,449562,6,Asia,China,Online
20/09/2021,2021,BMW 3 Series,634091,13,Asia,China,Wholesale
04/11/2021,2021,BMW 1 Series,218665,7,Asia,China,Online
17/07/2021,2021,BMW 5 Series,352730,6,Asia,China,Online
14/10/2021,2021,BMW 7 Series,301428,3,Asia,China,Wholesale
08/02/2021,2021,BMW 3 Series,446810,9,Asia,China,Dealership
18/09/2021,2021,BMW 4 Series,184938,4,Asia,China,Wholesale
28/07/2021,2021,BMW X3,404037,9,Asia,China,Wholesale
30/11/2021,2021,BMW iX3,167337,3,Asia,China,Dealership
19/06/2021,2021,BMW 3 Series,290967,7,Asia,China,Dealership
13/11/2021,2021,BMW 3 Series,554096,12,Asia,China,Wholesale
08/10/2021,2021,BMW 2 Series,112272,3,Asia,China,Wholesale
08/04/2021,2021,BMW X3,195364,4,Asia,China,Dealership
15/10/2021,2021,BMW 3 Series,376404,9,Asia,China,Dealership
12/08/2021,2021,BMW X3,349192,7,Asia,China,Wholesale
29/07/2021,2021,BMW X3,330171,7,Asia,China,Wholesale
11/12/2021,2021,BMW iX3,166209,3,Asia,China,Online
12/10/2021,2021,BMW 1 Series,204456,7,Asia,China,Dealership
11/09/2021,2021,BMW 5 Series,448947,8,Asia,China,Wholesale
27/07/2021,2021,BMW X1,136524,4,Asia,China,Online
21/07/2021,2021,BMW 3 Series,297629,7,Asia,China,Wholesale
20/05/2021,2021,BMW 5 Series,868326,13,Asia,China,Dealership
11/08/2021,2021,BMW 1 Series,149869,5,Asia,China,Dealership
25/09/2021,2021,BMW 5 Series,527977,9,Asia,China,Online
02/04/2021,2021,BMW 3 Series,94388,2,Asia,China,Dealership
27/03/2021,2021,BMW 5 Series,164972,3,Asia,China,Wholesale
16/05/2021,2021,BMW X2,120984,3,Asia,China,Wholesale
12/09/2021,2021,BMW X3,776512,16,Asia,China,Dealership
16/10/2021,2021,BMW 5 Series,579296,9,Asia,China,Dealership
21/08/2021,2021,BMW X3,263670,5,Asia,China,Dealership
01/02/2021,2021,BMW X1,134601,4,Asia,China,Dealership
25/02/2021,2021,BMW 3 Series,284392,6,Asia,China,Dealership
14/09/2021,2021,BMW 5 Series,745137,11,Asia,China,Dealership
11/11/2021,2021,BMW X1,282927,7,Asia,China,Dealership
05/08/2021,2021,BMW 3 Series,472198,11,Asia,China,Dealership
13/06/2021,2021,BMW X3,307597,6,Asia,China,Dealership
15/09/2021,2021,BMW X5,593778,8,Asia,China,Dealership
13/07/2021,2021,BMW 1 Series,75043,2,Asia,China,Dealership
21/09/2021,2021,BMW M5,309772,3,Asia,China,Dealership
14/05/2021,2021,BMW 3 Series,391852,9,Asia,China,Online
29/04/2021,2021,BMW X1,117877,3,Asia,China,Dealership
18/09/2021,2021,BMW X3,345328,8,Asia,China,Wholesale
25/06/2021,2021,BMW iX,254142,3,Asia,China,Wholesale
04/05/2021,2021,BMW 1 Series,145555,4,Asia,China,Wholesale
13/12/2021,2021,BMW X3,524888,10,Asia,China,Wholesale
11/03/2021,2021,BMW 3 Series,372739,8,Asia,China,Online
17/02/2021,2021,BMW 3 Series,178659,4,Asia,China,Dealership
28/07/2021,2021,BMW M4,163043,2,Asia,China,Dealership
03/05/2021,2021,BMW 3 Series,368862,8,Asia,China,Dealership
03/11/2021,2021,BMW X3,444041,9,Asia,China,Online
27/03/2021,2021,BMW iX,156476,2,Asia,China,Dealership
07/11/2021,2021,BMW 3 Series,180732,4,Asia,China,Online
19/02/2021,2021,BMW M4,243532,3,Asia,China,Dealership
17/10/2021,2021,BMW X3,328835,8,Asia,China,Dealership
26/05/2021,2021,BMW X5,451882,6,Asia,China,Wholesale
04/07/2021,2021,BMW 5 Series,564292,9,Asia,China,Wholesale
04/10/2021,2021,BMW 2 Series,124511,3,Asia,China,Online
18/12/2021,2021,BMW 2 Series,272343,8,Asia,China,Online
30/01/2021,2021,BMW X1,171390,4,Asia,China,Wholesale
13/03/2021,2021,BMW 3 Series,461935,12,Asia,China,Dealership
11/05/2021,2021,BMW M3,203701,3,Asia,China,Online
19/12/2021,2021,BMW 3 Series,251076,6,Asia,China,Dealership
29/05/2021,2021,BMW 1 Series,277698,8,Asia,China,Online
26/11/2021,2021,BMW iX,90655,1,Asia,China,Online
31/12/2021,2021,BMW 3 Series,350086,9,Asia,China,Dealership
01/06/2021,2021,BMW 5 Series,267969,5,Asia,China,Online
05/08/2021,2021,BMW X1,197282,6,Asia,China,Dealership
18/02/2021,2021,BMW X5,320108,5,Asia,China,Dealership
25/04/2021,2021,BMW 7 Series,581363,5,Asia,China,Online
10/08/2021,2021,BMW 5 Series,683964,11,Asia,China,Dealership
08/12/2021,2021,BMW X7,294656,4,Asia,China,Dealership
24/09/2021,2021,BMW 4 Series,289989,7,Asia,China,Dealership
02/12/2021,2021,BMW 4 Series,125488,3,Asia,China,Dealership
12/01/2021,2021,BMW X7,274222,3,Asia,China,Online
16/04/2021,2021,BMW X1,233116,6,Asia,China,Dealership
18/05/2021,2021,BMW 5 Series,332540,5,Asia,China,Dealership
23/01/2021,2021,BMW X1,198395,5,Asia,China,Online
11/10/2021,2021,BMW 3 Series,316246,8,Asia,China,Wholesale
19/11/2021,2021,BMW 5 Series,770021,12,Asia,China,Wholesale
19/05/2021,2021,BMW X2,69031,2,Asia,China,Wholesale
17/10/2021,2021,BMW 7 Series,233779,2,Asia,China,Dealership
20/10/2021,2021,BMW 4 Series,230650,5,Asia,China,Online
08/05/2021,2021,BMW 4 Series,223522,5,Asia,China,Wholesale
03/02/2021,2021,BMW 3 Series,185342,4,Asia,China,Dealership
04/11/2021,2021,BMW X3,720579,15,Asia,China,Online
07/03/2021,2021,BMW 5 Series,666837,13,Asia,China,Dealership
15/09/2021,2021,BMW i4,124980,2,Asia,China,Dealership
27/01/2021,2021,BMW X2,37573,1,Asia,China,Dealership
